chr1	1180102	1180302	1
chr1	1180302	1180502	0
chr1	1180502	1180702	1
chr1	1180702	1180902	0
chr1	1180902	1181102	0
chr1	1181102	1181302	0
chr1	1181302	1181502	3
chr1	1181502	1181702	2
chr1	1181702	1181902	0
chr1	1181902	1182102	1
chr1	1182102	1182302	4
chr1	1182302	1182502	0
chr1	1182502	1182702	6
chr1	1182702	1182902	0
chr1	1182902	1183102	0
chr1	1183102	1183302	0
chr1	1183302	1183502	0
chr1	1183502	1183702	0
chr1	1183702	1183902	1
chr1	1183902	1184102	3
chr1	1258067	1258267	1
chr1	1258267	1258467	1
chr1	1258467	1258667	2
chr1	1258667	1258867	1
chr1	1258867	1259067	2
chr1	1259067	1259267	0
chr1	1259267	1259467	0
chr1	1259467	1259667	2
chr1	1259667	1259867	4
chr1	1259867	1260067	6
chr1	1260067	1260267	5
chr1	1260267	1260467	3
chr1	1260467	1260667	0
chr1	1260667	1260867	2
chr1	1260867	1261067	3
chr1	1261067	1261267	1
chr1	1261267	1261467	0
chr1	1261467	1261667	2
chr1	1261667	1261867	2
chr1	1261867	1262067	2
chr1	1258067	1258267	1
chr1	1258267	1258467	1
chr1	1258467	1258667	2
chr1	1258667	1258867	1
chr1	1258867	1259067	2
chr1	1259067	1259267	0
chr1	1259267	1259467	0
chr1	1259467	1259667	2
chr1	1259667	1259867	4
chr1	1259867	1260067	6
chr1	1260067	1260267	5
chr1	1260267	1260467	3
chr1	1260467	1260667	0
chr1	1260667	1260867	2
chr1	1260867	1261067	3
chr1	1261067	1261267	1
chr1	1261267	1261467	0
chr1	1261467	1261667	2
chr1	1261667	1261867	2
chr1	1261867	1262067	2
chr1	1258143	1258343	1
chr1	1258343	1258543	1
chr1	1258543	1258743	2
chr1	1258743	1258943	2
chr1	1258943	1259143	1
chr1	1259143	1259343	0
chr1	1259343	1259543	1
chr1	1259543	1259743	2
chr1	1259743	1259943	4
chr1	1259943	1260143	7
chr1	1260143	1260343	4
chr1	1260343	1260543	1
chr1	1260543	1260743	2
chr1	1260743	1260943	3
chr1	1260943	1261143	3
chr1	1261143	1261343	1
chr1	1261343	1261543	0
chr1	1261543	1261743	3
chr1	1261743	1261943	2
chr1	1261943	1262143	2
chr1	1258143	1258343	1
chr1	1258343	1258543	1
chr1	1258543	1258743	2
chr1	1258743	1258943	2
chr1	1258943	1259143	1
chr1	1259143	1259343	0
chr1	1259343	1259543	1
chr1	1259543	1259743	2
chr1	1259743	1259943	4
chr1	1259943	1260143	7
chr1	1260143	1260343	4
chr1	1260343	1260543	1
chr1	1260543	1260743	2
chr1	1260743	1260943	3
chr1	1260943	1261143	3
chr1	1261143	1261343	1
